age,gender,interest_history,interest_mathematics,interest_physics,interest_computers,interest_economy,interest_medical,interest_law,interest_geography,interest_psychology,phobia_Flying,phobia_storm,phobia_darkness,phobia_heights,phobia_ageing,phobia_public_speaking
22.0,male,Neutral,Agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Not afraid,Slightly afraid,Slightly afraid,Very much afraid,afraid,Very afraid
18.0,female,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Not afraid,Slightly afraid,Very afraid,Not afraid,Not afraid,Slightly afraid
18.0,female,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Not afraid,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid,Slightly afraid
23.0,male,Strongly agree,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Not afraid,afraid,Not afraid,Slightly afraid,Slightly afraid,afraid
22.0,male,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
21.0,female,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,afraid,afraid,Very much afraid,Very much afraid,Not afraid,afraid
23.0,female,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Disagree,Strongly disagree,Disagree,afraid,Very afraid,Very afraid,afraid,Very afraid,afraid
17.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,afraid
20.0,male,Neutral,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Neutral,Slightly afraid,Not afraid,Not afraid,Slightly afraid,Very afraid,afraid
22.0,male,Strongly agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid
21.0,male,Neutral,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,afraid,Not afraid,Slightly afraid,afraid,Slightly afraid,afraid
22.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Disagree,Not afraid,Not afraid,afraid,afraid,Not afraid,Slightly afraid
24.0,male,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Strongly agree,Disagree,Slightly afraid,Slightly afraid,Slightly afraid,afraid,afraid,Slightly afraid
19.0,female,Strongly disagree,Neutral,Strongly disagree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Disagree,afraid,Slightly afraid,Very afraid,afraid,afraid,Very afraid
18.0,female,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Very much afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,afraid
24.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Not afraid,Very afraid,Very much afraid,afraid,Very afraid,Slightly afraid
22.0,male,Strongly disagree,Strongly agree,Neutral,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
20.0,male,Disagree,Neutral,Neutral,Disagree,Strongly agree,Disagree,Neutral,Strongly disagree,Disagree,Not afraid,Not afraid,afraid,afraid,Very much afraid,Very much afraid
20.0,female,Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,afraid,afraid,Very much afraid,Very afraid,Very much afraid,Very much afraid
19.0,female,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Not afraid,Slightly afraid,Slightly afraid,afraid,Very afraid,afraid
21.0,female,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Not afraid,afraid,afraid,afraid,Not afraid,Very much afraid
25.0,male,Agree,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Strongly disagree,Agree,Neutral,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid
28.0,female,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Disagree,Not afraid,afraid,Very much afraid,Very afraid,Very afraid,Slightly afraid
20.0,female,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Slightly afraid,afraid,Very afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Not afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid,afraid
23.0,male,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Not afraid,Very afraid
27.0,male,Disagree,Agree,Agree,Strongly agree,Strongly disagree,,Strongly disagree,Neutral,Strongly agree,Not afraid,afraid,afraid,Very afraid,Very afraid,Slightly afraid
21.0,male,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Very afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Very afraid
23.0,female,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid
22.0,female,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Slightly afraid,Slightly afraid,Very much afraid,Very much afraid,Very much afraid,afraid
28.0,female,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Neutral,Strongly disagree,Disagree,Not afraid,afraid,Slightly afraid,Not afraid,Very much afraid,Very afraid
22.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,afraid,Not afraid,Not afraid,afraid,afraid,Slightly afraid
18.0,male,Strongly disagree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Disagree,Not afraid,Not afraid,Not afraid,Slightly afraid,afraid,afraid
25.0,female,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Very afraid,Very much afraid,afraid,Slightly afraid,Slightly afraid,Very afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,afraid
28.0,female,Strongly agree,Agree,Strongly disagree,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Very much afraid
23.0,female,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Agree,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,afraid,Very much afraid
21.0,female,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Agree,afraid,Not afraid,Slightly afraid,Not afraid,afraid,Very much afraid
25.0,female,Agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Not afraid,afraid,Slightly afraid,Not afraid,Not afraid,afraid
28.0,female,Neutral,Disagree,Agree,Agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,afraid,Slightly afraid,Very afraid,Very afraid,Not afraid,Very afraid
19.0,male,Neutral,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid,afraid
30.0,female,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly agree,Agree,Strongly agree,Agree,Very much afraid,Very afraid,Slightly afraid,afraid,afraid,afraid
28.0,female,Disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Very afraid,Very afraid,Very afraid,afraid,Not afraid,Very afraid
19.0,female,Neutral,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Neutral,Neutral,Slightly afraid,afraid,Slightly afraid,Very afraid,Not afraid,Very afraid
21.0,male,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,afraid,afraid,afraid,afraid,afraid,afraid
19.0,male,Neutral,Strongly disagree,Neutral,Strongly agree,Neutral,Strongly disagree,Disagree,Agree,Disagree,Very much afraid,Not afraid,Slightly afraid,Slightly afraid,afraid,Not afraid
18.0,female,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly agree,Not afraid,Slightly afraid,Not afraid,Not afraid,afraid,afraid
18.0,male,Strongly agree,Neutral,Strongly disagree,Neutral,Strongly agree,Disagree,Agree,Agree,Neutral,Slightly afraid,Not afraid,Slightly afraid,afraid,Not afraid,afraid
18.0,male,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Strongly agree,Agree,Not afraid,Not afraid,afraid,afraid,Not afraid,Very afraid
17.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,Very afraid
21.0,male,Strongly agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Strongly agree,Strongly agree,Slightly afraid,afraid,afraid,afraid,afraid,afraid
18.0,female,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Slightly afraid,afraid,Slightly afraid,afraid,afraid,Very afraid
21.0,male,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly disagree,Neutral,Agree,Strongly agree,Slightly afraid,Slightly afraid,Not afraid,Not afraid,Not afraid,Not afraid
23.0,female,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly disagree,Strongly agree,Slightly afraid,Very afraid,afraid,afraid,Not afraid,afraid
18.0,female,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
20.0,female,Disagree,Agree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Neutral,Agree,Strongly disagree,Not afraid,afraid,afraid,Slightly afraid,Not afraid,Very much afraid
19.0,female,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly agree,Very much afraid,afraid,afraid,afraid,Very much afraid,Very afraid
20.0,female,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Neutral,afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,afraid
26.0,female,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,afraid,afraid,afraid,afraid,Not afraid
21.0,female,Strongly agree,Neutral,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
19.0,male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly agree,Strongly agree,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Not afraid,Not afraid
23.0,male,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid
21.0,female,Disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Strongly agree,Agree,Not afraid,Not afraid,Very afraid,Not afraid,afraid,afraid
22.0,female,Agree,Agree,Strongly agree,Neutral,Disagree,Strongly agree,Neutral,Agree,Strongly agree,Not afraid,Very afraid,Not afraid,Not afraid,Not afraid,afraid
18.0,male,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Disagree,afraid,Not afraid,Not afraid,Slightly afraid,afraid,Very much afraid
21.0,female,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Very much afraid,Very afraid
23.0,male,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Very afraid,Not afraid,Not afraid,Very much afraid,Not afraid,Slightly afraid
17.0,female,Disagree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Disagree,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,Very afraid
20.0,female,Neutral,Strongly agree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Strongly agree,afraid,Not afraid,Not afraid,Slightly afraid,Very much afraid,Not afraid
22.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,afraid,Slightly afraid,Very afraid,Very much afraid,Not afraid,afraid
20.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Neutral,Strongly agree,Not afraid,Slightly afraid,afraid,afraid,Not afraid,afraid
19.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Neutral,Agree,Not afraid,Very afraid,afraid,Very afraid,Very afraid,Not afraid
25.0,female,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Not afraid,Very afraid,Very afraid,Very afraid,Not afraid,Very much afraid
29.0,male,Agree,Disagree,Neutral,Strongly agree,Neutral,Neutral,Disagree,Neutral,Strongly disagree,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid
29.0,male,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Not afraid,Not afraid,Slightly afraid,afraid,Not afraid,afraid
17.0,female,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,afraid
17.0,female,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Neutral,afraid,afraid,Slightly afraid,Not afraid,afraid,Slightly afraid
19.0,male,Neutral,Agree,Disagree,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid
18.0,female,Strongly agree,Disagree,Neutral,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Agree,Not afraid,Not afraid,afraid,Not afraid,Not afraid,Very much afraid
20.0,female,Strongly disagree,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
21.0,female,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,afraid,afraid,Very much afraid,afraid,Slightly afraid,afraid
18.0,female,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Disagree,Neutral,Slightly afraid,afraid,Very afraid,Very much afraid,Very much afraid,afraid
19.0,female,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Not afraid,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid,Slightly afraid
19.0,male,Strongly agree,Strongly disagree,Neutral,Neutral,Agree,Strongly disagree,Agree,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,Very afraid,afraid,Very afraid
20.0,male,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,,Strongly agree,Not afraid,Not afraid,Not afraid,Very afraid,afraid,Not afraid
19.0,male,Strongly disagree,Neutral,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,afraid,Not afraid,Not afraid,Very much afraid,Slightly afraid,afraid
18.0,female,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,Not afraid,afraid,Not afraid,Very much afraid,Not afraid
18.0,male,Agree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Agree,Not afraid,Not afraid,Slightly afraid,Very afraid,Not afraid,Very afraid
16.0,female,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Not afraid,afraid,Slightly afraid,Slightly afraid,afraid,Not afraid
18.0,female,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Neutral,Agree,Disagree,Not afraid,Slightly afraid,Not afraid,Not afraid,Slightly afraid,afraid
19.0,female,Strongly agree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly agree,Agree,afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid,Slightly afraid
24.0,female,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Very afraid,Slightly afraid,Slightly afraid,afraid,Very afraid,Slightly afraid
19.0,female,Neutral,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Not afraid,Slightly afraid,Not afraid,afraid,Slightly afraid,Slightly afraid
,female,Agree,Neutral,Neutral,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Very much afraid,afraid,Slightly afraid,Very afraid,Very afraid,afraid
20.0,female,Strongly agree,Disagree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Neutral,Strongly agree,Slightly afraid,Slightly afraid,Very afraid,afraid,Very afraid,Slightly afraid
21.0,female,Agree,Strongly disagree,Strongly disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,afraid,afraid,Very afraid,afraid,Very much afraid,afraid
23.0,male,Strongly disagree,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Disagree,Neutral,Strongly disagree,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,afraid
23.0,male,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Not afraid,Not afraid,Slightly afraid,Not afraid,Not afraid,Not afraid
17.0,male,Agree,Neutral,Disagree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,afraid,afraid
18.0,female,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
